spot_number,6am,7am,8am,9am,10am,11am,12pm,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,unique_zone,number_of_times_occupied,number_of_unique_cars,spot_type
318,true,true,true,true,true,true,false,false,false,true,false,false,true,true,true,12Left,10,3,Resident Only
319,true,true,true,false,false,false,false,false,false,false,false,false,false,false,true,12Left,4,2,Resident Only
320,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,12Left,5,1,Resident Only
321,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,12Left,12,3,Resident Only
322,true,false,true,true,false,false,false,false,false,true,true,true,true,true,true,12Left,9,3,Resident Only
323,true,true,false,false,false,false,false,false,true,true,true,true,true,true,true,12Left,9,2,Resident Only
324,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,12Left,15,1,Resident Only
325,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,12Left,15,1,Resident Only
326,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,12Left,15,1,Resident Only
327,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,12Left,15,2,Resident Only
328,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,12Left,1,1,Resident Only
329,true,true,false,true,false,true,true,true,false,false,false,true,true,true,false,12Left,9,4,Resident Only
330,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,12Left,15,1,Resident Only
331,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,12Left,15,2,Resident Only
332,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,12Left,15,2,Resident Only
333,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,12Left,14,4,Resident Only
334,true,true,true,true,true,true,false,false,false,false,false,true,true,true,true,12Left,10,3,Resident Only
335,false,true,true,true,false,false,false,false,false,true,true,true,true,true,true,12Left,9,3,Resident Only
336,false,false,false,false,true,true,true,true,true,false,false,false,false,false,true,12Left,6,2,Resident Only
337,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,1,Visitor Parking
338,true,true,false,false,true,true,true,true,false,true,true,false,true,true,true,13Left,11,6,Visitor Parking
339,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,1,Visitor Parking
340,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,13Left,14,3,Visitor Parking
341,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,1,Visitor Parking
342,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,2,Visitor Parking
343,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,14,2,Handicapped
344,false,false,false,false,true,true,true,true,true,true,true,true,true,true,true,13Left,11,3,Visitor Parking
345,false,false,false,false,false,false,false,false,false,true,true,true,true,true,true,13Left,6,1,Handicapped
346,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,2,Visitor Parking
347,false,false,false,false,false,true,false,false,false,false,false,true,true,true,true,13Left,5,2,Visitor Parking
348,true,false,false,true,false,false,false,false,false,false,false,false,true,true,false,13Left,4,3,Visitor Parking
349,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,13Left,3,1,Visitor Parking
350,true,true,false,true,false,false,false,false,false,false,false,false,false,true,true,13Left,5,3,Visitor Parking
351,true,true,true,false,true,true,true,false,false,true,true,true,true,true,true,13Left,12,4,Visitor Parking
352,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,1,Visitor Parking
353,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,13Left,0,0,Visitor Parking
354,true,true,true,false,false,true,true,true,true,false,false,false,true,true,true,13Left,10,3,Visitor Parking
355,true,false,false,true,true,false,true,true,true,false,false,false,true,true,true,13Left,9,4,Visitor Parking
356,true,true,true,true,true,true,true,false,true,false,false,true,true,true,true,13Left,12,3,Visitor Parking
357,true,false,false,false,false,false,false,true,true,true,true,true,true,true,true,13Left,9,3,Resident Only
358,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,13Left,0,0,Resident Only
359,true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,13Left,13,3,Resident Only
360,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,1,Resident Only
361,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,1,Resident Only
362,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,2,Resident Only
363,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,13Left,0,0,Resident Only
364,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,1,Resident Only
365,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,1,Resident Only
366,true,false,false,false,false,false,false,false,true,false,true,true,true,true,true,13Left,7,3,Resident Only
367,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,2,Resident Only
368,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,1,Resident Only
369,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,1,Resident Only
370,true,true,true,true,true,true,true,true,true,false,false,true,true,true,true,13Left,13,1,Handicapped
371,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,13Left,14,2,Resident Only
372,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,13Left,15,1,Resident Only
373,true,false,false,false,false,true,true,false,false,false,false,true,true,true,true,13Left,7,3,Resident Only
374,false,true,true,false,false,false,false,true,true,true,true,true,true,true,true,13Left,10,3,Resident Only
375,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,14Left,13,4,Resident Only
376,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,14Left,13,4,Resident Only
377,true,true,false,true,true,true,true,true,false,false,false,true,true,true,true,14Left,11,4,Resident Only
378,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,14Left,15,4,Resident Only
379,true,true,true,false,false,true,true,true,false,false,true,true,true,true,true,14Left,11,5,Resident Only
380,true,true,false,false,false,false,false,false,true,false,false,true,true,true,true,14Left,7,3,Resident Only
381,false,false,false,false,false,false,false,false,true,true,true,true,true,true,true,14Left,7,3,Resident Only
382,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,14Left,3,1,Resident Only
383,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,14Left,3,1,Resident Only
